months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,policy_age_days,incident_month,incident_dayofweek,claim_to_premium_ratio,injury_claim_ratio,property_claim_ratio,vehicle_claim_ratio,no_witness_high_severity,no_police_but_injury,collision_type_missing,property_damage_missing,police_report_available_missing
216,38,IN,100/300,1000,1384.64,5000000,FEMALE,Associate,tech-support,board-games,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Columbus,16,1,,2,3,NO,66600,16650,11100,38850,Jeep,Grand Cherokee,2012,1,220,1,4,48.09914490409059,0.25,0.16666666666666666,0.5833333333333334,0,1,0,1,0
86,28,IN,100/300,2000,1595.07,0,MALE,PhD,transport-moving,hiking,unmarried,75800,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,19,1,YES,0,2,YES,70920,11820,11820,47280,Jeep,Wrangler,2002,0,8586,2,0,44.46199853297975,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,0,0
429,56,OH,250/500,1000,1127.89,6000000,MALE,Associate,machine-op-inspct,skydiving,own-child,67400,-43800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,0,1,YES,2,0,YES,39480,6580,6580,26320,Suburu,Forrestor,2002,0,5891,1,2,35.003413453439606,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,0,0
257,43,IN,500/1000,2000,929.7,6000000,FEMALE,PhD,handlers-cleaners,base-jumping,husband,46400,-74300,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Arlington,12,1,,2,2,YES,63240,10540,5270,47430,Mercedes,E400,2005,0,5809,1,2,68.0219425621168,0.16666666666666666,0.08333333333333333,0.75,0,0,0,1,0
15,34,IL,100/300,1000,1829.63,0,MALE,JD,tech-support,cross-fit,not-in-family,56700,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,21,3,YES,1,0,,67650,12300,6150,49200,Audi,A5,2009,0,6305,2,1,36.97468887152047,0.18181818181818182,0.09090909090909091,0.7272727272727273,1,0,0,0,1
230,39,IL,100/300,1000,904.7,7000000,FEMALE,MD,craft-repair,bungie-jumping,unmarried,68600,-22300,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,0,1,,1,3,NO,74200,14840,14840,44520,Accura,TL,2002,1,5559,2,1,82.01613794628054,0.2,0.2,0.6,0,1,0,1,0
250,43,OH,500/1000,1000,1243.84,0,FEMALE,JD,tech-support,polo,own-child,47900,-73400,Single Vehicle Collision,Side Collision,Minor Damage,Other,VA,Columbus,22,1,YES,1,3,NO,64900,12980,12980,38940,Volkswagen,Jetta,2011,0,572,1,4,52.17712889117572,0.2,0.2,0.6,0,1,0,0,0
270,44,IL,500/1000,2000,1030.95,0,FEMALE,Associate,machine-op-inspct,paintball,other-relative,47200,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Northbend,20,3,,1,0,NO,35900,7180,3590,25130,Audi,A3,2007,1,4231,2,1,34.82225132159658,0.2,0.1,0.7,1,1,0,1,0
65,26,IN,100/300,500,1285.03,3000000,FEMALE,High School,craft-repair,camping,unmarried,0,-41500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Riverwood,0,1,NO,1,3,,52200,5220,10440,36540,Honda,CRV,2011,0,3422,2,1,40.62161972872229,0.1,0.2,0.7,0,0,0,0,1
475,57,OH,100/300,500,1216.56,0,MALE,Masters,adm-clerical,skydiving,own-child,67400,-83200,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Hillsdale,20,1,,0,2,NO,78000,6500,13000,58500,Suburu,Forrestor,2000,0,7287,1,5,64.11521010061156,0.08333333333333333,0.16666666666666666,0.75,0,0,0,1,0
77,27,IN,500/1000,2000,966.26,0,FEMALE,High School,adm-clerical,base-jumping,own-child,56400,-32800,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,1,3,YES,0,0,,67200,6720,6720,53760,Volkswagen,Passat,1995,0,5784,2,4,69.54649887193924,0.1,0.1,0.8,0,0,0,0,1
256,43,OH,100/300,500,1203.17,0,FEMALE,MD,prof-specialty,golf,unmarried,56700,-65600,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Hillsdale,11,1,NO,0,0,,63250,11500,5750,46000,Nissan,Ultima,1997,0,55,2,4,52.569462336993105,0.18181818181818182,0.09090909090909091,0.7272727272727273,1,0,0,0,1
229,37,IL,250/500,2000,1212.12,0,FEMALE,MD,craft-repair,paintball,not-in-family,65600,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,14,3,YES,1,1,YES,68760,11460,5730,51570,Ford,Fusion,1995,0,6451,1,3,56.727056727056734,0.16666666666666666,0.08333333333333333,0.75,0,0,0,0,0
110,28,OH,250/500,1000,1573.93,0,MALE,College,other-service,movies,other-relative,30400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Springfield,20,3,YES,0,2,,65040,10840,10840,43360,Suburu,Impreza,2010,0,543,1,2,41.323311710177705,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,0,1
177,33,IL,100/300,1000,1609.67,0,MALE,College,adm-clerical,yachting,wife,0,-13200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Springfield,22,1,,1,3,,82800,20700,13800,48300,Jeep,Grand Cherokee,2004,1,4404,1,1,51.43911484962756,0.25,0.16666666666666666,0.5833333333333334,0,0,0,1,1
292,44,OH,500/1000,500,1097.57,0,MALE,PhD,priv-house-serv,basketball,unmarried,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,12,1,NO,1,0,YES,61700,6170,6170,49360,Saab,93,2005,0,6574,2,5,56.21509334256585,0.1,0.1,0.8,1,0,0,0,0
451,61,IN,250/500,2000,1618.65,2000000,FEMALE,Associate,transport-moving,polo,unmarried,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,Columbus,3,3,YES,2,1,YES,78100,15620,7810,54670,Chevrolet,Tahoe,1997,1,6075,2,2,48.25008494733265,0.2,0.1,0.7,0,0,0,0,0
61,24,IN,100/300,500,922.67,0,FEMALE,College,priv-house-serv,paintball,other-relative,47400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,15,3,YES,2,1,,65520,9360,9360,46800,Toyota,Highlander,2011,1,6913,1,0,71.01130414991276,0.14285714285714285,0.14285714285714285,0.7142857142857143,0,0,0,0,1
150,30,IN,100/300,1000,1342.02,0,MALE,MD,prof-specialty,polo,own-child,0,0,Parked Car,,Trivial Damage,,VA,Arlington,8,1,YES,0,2,NO,4500,450,450,3600,Saab,93,1999,0,3755,2,5,3.353154200384495,0.1,0.1,0.8,0,0,1,0,0
283,41,OH,100/300,500,1195.01,0,FEMALE,Associate,sales,reading,own-child,60700,-54300,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Northbend,13,3,NO,0,2,,42700,0,6100,36600,Mercedes,ML350,2011,1,805,1,3,35.73191856135095,0.0,0.14285714285714285,0.8571428571428571,0,0,0,0,1
291,46,OH,500/1000,1000,994.74,0,FEMALE,High School,adm-clerical,polo,own-child,0,-55300,Parked Car,,Minor Damage,Police,SC,Hillsdale,8,1,NO,2,2,YES,5580,620,620,4340,Volkswagen,Passat,2005,1,3209,1,6,5.609506001568249,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,1,0,0
162,31,IN,100/300,1000,1050.24,0,FEMALE,Masters,adm-clerical,chess,wife,30700,0,Parked Car,,Minor Damage,,NC,Arlington,7,1,,0,0,NO,3600,360,720,2520,BMW,X5,2013,1,3292,2,3,3.4277879341864717,0.1,0.2,0.7,0,0,1,1,0
154,36,IL,250/500,2000,1313.51,7000000,FEMALE,Masters,exec-managerial,dancing,own-child,68500,0,Vehicle Theft,,Trivial Damage,,SC,Northbrook,9,1,,2,0,,2800,280,280,2240,Volkswagen,Passat,2015,0,4066,2,1,2.1316929448576714,0.1,0.1,0.8,0,0,1,1,1
289,47,OH,500/1000,2000,1102.29,0,FEMALE,Associate,adm-clerical,hiking,own-child,73000,-37900,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,15,1,NO,1,0,YES,54000,6000,6000,42000,Toyota,Highlander,1996,0,5663,1,5,48.98892306017473,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,0,0
10,19,IN,250/500,1000,1185.78,0,FEMALE,JD,craft-repair,yachting,wife,0,-60700,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Northbend,5,1,,0,2,,48950,4450,8900,35600,Accura,TL,2011,1,180,2,6,41.280844676078196,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,1,1
309,47,IL,500/1000,500,1527.95,0,MALE,PhD,exec-managerial,hiking,other-relative,69400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Northbend,15,4,YES,0,1,,77800,15560,15560,46680,Dodge,RAM,2002,0,1357,2,5,50.91789652802775,0.2,0.2,0.6,0,0,0,0,1
396,57,IN,100/300,1000,1366.39,0,MALE,High School,protective-serv,exercise,other-relative,0,-22400,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,Columbus,22,3,YES,2,1,NO,52560,11680,5840,35040,Saab,93,1995,0,8146,1,4,38.466323670401565,0.2222222222222222,0.1111111111111111,0.6666666666666666,0,1,0,0,0
273,41,OH,500/1000,1000,1403.9,0,FEMALE,PhD,farming-fishing,dancing,own-child,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Riverwood,16,2,,1,2,YES,44110,4010,8020,32080,Honda,Accord,2015,0,1809,1,5,31.419616781822064,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,1,0
129,30,IL,500/1000,2000,927.23,0,FEMALE,PhD,sales,video-games,husband,51500,0,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,7,1,NO,1,3,,74360,13520,6760,54080,Suburu,Forrestor,2009,0,2809,1,1,80.1958521618153,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,0,1
140,31,OH,250/500,2000,1554.86,6000000,FEMALE,JD,armed-forces,base-jumping,wife,59000,0,Parked Car,,Minor Damage,,WV,Arlington,2,1,YES,1,2,,6120,680,680,4760,Honda,Civic,2002,1,6500,2,0,3.9360456890009394,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,1,0,1
419,53,IL,500/1000,2000,736.07,6000000,MALE,College,transport-moving,chess,unmarried,45700,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,17,4,,0,0,YES,62280,5190,10380,46710,Suburu,Forrestor,2012,0,6216,2,2,84.61151792628418,0.08333333333333333,0.16666666666666666,0.75,0,0,0,1,0
315,44,IL,250/500,1000,974.16,6000000,FEMALE,Masters,sales,reading,other-relative,0,-56800,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,12,3,,1,0,YES,26730,4860,4860,17010,Volkswagen,Jetta,2006,0,7948,2,5,27.439024390243905,0.18181818181818182,0.18181818181818182,0.6363636363636364,1,0,0,1,0
72,29,OH,500/1000,500,973.8,0,FEMALE,Associate,craft-repair,exercise,own-child,0,-85900,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9,1,,1,0,NO,66200,6620,6620,52960,Dodge,Neon,2013,0,7468,1,4,67.98110494968167,0.1,0.1,0.8,1,1,0,1,0
32,26,OH,100/300,2000,1260.32,6000000,MALE,JD,other-service,polo,not-in-family,0,-79800,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Northbrook,16,1,,1,2,,45500,9100,4550,31850,Toyota,Corolla,2009,0,106,2,5,36.1019423638441,0.2,0.1,0.7,0,0,0,1,1
230,41,IN,100/300,1000,1464.03,0,MALE,JD,transport-moving,sleeping,own-child,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Springfield,19,3,,2,0,,53040,4420,4420,44200,Audi,A3,2006,0,8457,2,6,36.22876580397943,0.08333333333333333,0.08333333333333333,0.8333333333333334,0,0,0,1,1
157,32,OH,100/300,2000,617.11,0,MALE,College,other-service,reading,other-relative,0,-54100,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,14,3,,1,2,NO,50800,10160,5080,35560,Mercedes,E400,2013,1,1899,1,4,82.31919754986956,0.2,0.1,0.7,0,1,0,1,0
265,41,IN,250/500,2000,1724.46,6000000,FEMALE,Associate,craft-repair,sleeping,own-child,81800,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,18,3,,1,3,,44200,4420,4420,35360,Audi,A5,2014,0,6315,1,1,25.631212089581666,0.1,0.1,0.8,0,0,0,1,1
47,34,IL,500/1000,500,1161.31,0,FEMALE,PhD,exec-managerial,base-jumping,other-relative,64800,-24300,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Springfield,23,1,YES,1,3,,62920,11440,5720,45760,Chevrolet,Malibu,2012,0,4025,1,2,54.18019305783986,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,0,1
113,29,OH,250/500,2000,1091.73,0,MALE,PhD,exec-managerial,golf,not-in-family,36100,-42300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,15,3,,0,2,YES,49950,5550,5550,38850,Nissan,Ultima,2004,1,2561,1,0,45.75307081421231,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,1,0
289,46,IL,250/500,2000,1209.07,0,MALE,JD,armed-forces,chess,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,18,1,YES,0,1,YES,56430,6270,6270,43890,BMW,3 Series,1995,1,3925,2,5,46.67223568527877,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,0,0
254,41,IL,250/500,2000,1241.04,0,FEMALE,Masters,protective-serv,board-games,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,16,1,NO,2,2,YES,100210,18220,18220,63770,Audi,A5,2014,0,382,1,6,80.74679301231225,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,0,0
115,30,OH,500/1000,500,1757.21,0,MALE,High School,prof-specialty,base-jumping,wife,46400,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,12,3,NO,1,0,YES,49140,5460,5460,38220,Ford,F150,2007,0,5275,2,0,27.964785085447954,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,0,0
236,38,OH,250/500,1000,802.24,0,FEMALE,College,other-service,paintball,not-in-family,0,-62500,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,16,1,NO,0,1,,66840,16710,5570,44560,Mercedes,E400,2014,0,8167,2,0,83.31671320303151,0.25,0.08333333333333333,0.6666666666666666,0,0,0,0,1
7,21,IN,500/1000,1000,1342.72,0,MALE,Associate,machine-op-inspct,camping,wife,0,-45300,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Hillsdale,21,1,,1,2,,62460,6940,6940,48580,Honda,Accord,2003,0,8487,2,1,46.51751668255481,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,1,1
208,36,OH,100/300,2000,1209.41,5000000,MALE,JD,machine-op-inspct,base-jumping,wife,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,15,3,YES,0,1,,62810,11420,11420,39970,Nissan,Ultima,1999,0,7071,2,0,51.93441430118818,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,0,1
126,33,OH,500/1000,1000,1141.71,2000000,FEMALE,JD,priv-house-serv,sleeping,own-child,36700,-73400,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,21,1,YES,1,2,,54160,6770,6770,40620,Suburu,Legacy,2009,0,2625,1,6,47.43761550656471,0.125,0.125,0.75,0,0,0,0,1
48,35,IL,100/300,500,1090.03,0,FEMALE,JD,exec-managerial,golf,unmarried,0,-51000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,1,1,YES,0,2,NO,48400,9680,4840,33880,Saab,92x,2005,0,2450,1,4,44.40244763905581,0.2,0.1,0.7,0,0,0,0,0
297,48,IN,250/500,1000,1464.73,3000000,MALE,PhD,exec-managerial,golf,other-relative,54900,-36700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,17,3,,0,0,NO,51480,5720,5720,40040,Toyota,Highlander,2013,0,2043,1,6,35.14640923583186,0.1111111111111111,0.1111111111111111,0.7777777777777778,1,0,0,1,0
160,36,OH,100/300,1000,1118.58,0,FEMALE,High School,prof-specialty,board-games,husband,0,-36600,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,5,3,NO,2,1,NO,51700,5170,10340,36190,Saab,95,2003,0,987,1,3,46.21931377281911,0.1,0.2,0.7,0,1,0,0,0
406,58,OH,250/500,2000,1117.04,0,MALE,MD,exec-managerial,video-games,own-child,0,-42700,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,15,3,,1,2,,65520,10920,5460,49140,Volkswagen,Jetta,2009,0,4109,1,3,58.655016830194086,0.16666666666666666,0.08333333333333333,0.75,0,0,0,1,1
157,31,IN,500/1000,500,1257.83,7000000,MALE,High School,farming-fishing,reading,own-child,40700,-41600,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Arlington,2,4,NO,2,2,NO,47700,4770,9540,33390,Accura,TL,2011,1,8962,2,5,37.922453749711806,0.1,0.2,0.7,0,1,0,0,0
146,31,OH,250/500,2000,1082.72,0,FEMALE,PhD,machine-op-inspct,video-games,not-in-family,61400,-57500,Vehicle Theft,,Minor Damage,,SC,Northbend,3,1,YES,2,0,NO,5220,580,580,4060,Accura,MDX,2015,0,6330,1,3,4.821191074331313,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1,1,0,0
409,57,IN,100/300,1000,1191.8,6000000,MALE,High School,protective-serv,exercise,unmarried,55600,0,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Riverwood,19,1,NO,1,0,,73320,6110,12220,54990,Ford,Fusion,2012,0,7101,1,1,61.5203893270683,0.08333333333333333,0.16666666666666666,0.75,1,0,0,0,1
252,46,IN,100/300,1000,1242.02,0,MALE,Masters,adm-clerical,dancing,wife,0,-28800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,17,1,YES,0,2,YES,74900,14980,7490,52430,Jeep,Grand Cherokee,2003,0,3442,2,6,60.30498703724578,0.2,0.1,0.7,0,0,0,0,0
6,27,OH,250/500,500,1075.71,0,FEMALE,High School,prof-specialty,dancing,unmarried,0,-47400,Vehicle Theft,,Trivial Damage,Police,WV,Columbus,7,1,,0,1,YES,3190,580,290,2320,Saab,95,2015,0,8231,2,1,2.965483262217512,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,1,1,0
103,33,IN,100/300,1000,969.88,6000000,MALE,MD,armed-forces,exercise,own-child,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Columbus,21,1,NO,1,0,YES,76920,12820,6410,57690,Chevrolet,Malibu,2002,0,8034,1,2,79.30878046768673,0.16666666666666666,0.08333333333333333,0.75,0,0,0,0,0
369,53,OH,250/500,2000,1459.93,0,FEMALE,Masters,priv-house-serv,video-games,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,10,2,YES,1,3,NO,77990,7090,14180,56720,Jeep,Wrangler,2012,0,7205,2,0,53.4203694697691,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,1,0,0,0
261,46,IL,500/1000,1000,1245.61,0,MALE,MD,transport-moving,base-jumping,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,11,1,YES,1,0,,59670,9180,9180,41310,Ford,Escape,2008,0,8176,2,3,47.90423968979055,0.15384615384615385,0.15384615384615385,0.6923076923076923,1,0,0,0,1
159,33,IN,100/300,2000,1462.76,0,FEMALE,College,craft-repair,skydiving,husband,69200,-36900,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Columbus,23,3,YES,2,0,NO,44880,8160,4080,32640,Mercedes,C300,2004,1,2776,2,1,30.681724958298012,0.18181818181818182,0.09090909090909091,0.7272727272727273,1,1,0,0,0
344,51,IN,100/300,2000,1398.46,0,MALE,Associate,sales,skydiving,other-relative,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Northbend,14,1,,0,2,NO,82830,7530,15060,60240,Audi,A5,2004,0,8315,2,0,59.22943809619152,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,1,0
437,60,OH,500/1000,1000,1269.64,0,FEMALE,College,armed-forces,cross-fit,unmarried,48800,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Riverwood,10,1,NO,1,3,NO,84480,7680,15360,61440,Chevrolet,Silverado,2012,1,6235,2,5,66.53854635959799,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,1,0,0,0
65,30,IN,100/300,500,1455.65,4000000,FEMALE,College,transport-moving,skydiving,wife,0,-66300,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,6,3,,2,3,NO,79800,15960,7980,55860,Honda,Civic,1999,0,1986,2,6,54.820870401538826,0.2,0.1,0.7,0,1,0,1,0
280,41,OH,500/1000,2000,1140.31,0,MALE,MD,adm-clerical,exercise,husband,29300,-64700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Arlington,10,3,,0,3,YES,53020,9640,9640,33740,Toyota,Corolla,1999,0,7377,2,5,46.49612824582789,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,1,0
269,45,IN,500/1000,500,1330.46,0,FEMALE,High School,machine-op-inspct,sleeping,wife,54800,-64100,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Hillsdale,5,3,,0,0,NO,24200,2200,4400,17600,Suburu,Forrestor,2008,0,6722,1,6,18.189197721088945,0.09090909090909091,0.18181818181818182,0.7272727272727273,1,0,0,1,0
275,40,OH,250/500,2000,1190.6,0,MALE,Masters,exec-managerial,camping,unmarried,0,-45300,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,OH,Riverwood,17,1,,1,3,YES,43230,7860,7860,27510,Chevrolet,Silverado,2001,0,8448,1,1,36.30942381992273,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,1,0
265,45,OH,250/500,500,972.5,0,FEMALE,College,exec-managerial,cross-fit,unmarried,0,0,Vehicle Theft,,Trivial Damage,,NC,Springfield,3,1,NO,2,3,NO,3190,290,580,2320,Ford,Escape,1995,0,5927,1,0,3.2802056555269923,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,1,1,0,0
283,43,IN,100/300,2000,1161.91,0,FEMALE,Associate,adm-clerical,polo,not-in-family,0,-50400,Parked Car,,Minor Damage,,WV,Northbrook,9,1,,0,3,NO,5850,1300,650,3900,BMW,M5,2006,0,6396,1,5,5.034813367644654,0.2222222222222222,0.1111111111111111,0.6666666666666666,0,0,1,1,0
84,29,OH,250/500,1000,1117.17,0,FEMALE,High School,machine-op-inspct,video-games,not-in-family,0,-29900,Parked Car,,Trivial Damage,Police,SC,Arlington,6,1,YES,2,0,YES,6820,620,1240,4960,BMW,3 Series,2005,0,4327,2,3,6.104711010857792,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,1,0,0
247,44,OH,250/500,2000,1101.51,0,FEMALE,College,farming-fishing,camping,not-in-family,64000,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverwood,22,3,NO,2,2,NO,69480,11580,11580,46320,Chevrolet,Tahoe,2008,0,8408,2,2,63.07704877849498,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,1,0,0,0
56,29,IL,100/300,1000,1523.17,0,MALE,Masters,prof-specialty,movies,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Northbend,10,3,,1,2,YES,94560,7880,15760,70920,Jeep,Grand Cherokee,1995,0,3159,2,5,62.08105464262032,0.08333333333333333,0.16666666666666666,0.75,0,0,0,1,0
210,39,OH,500/1000,1000,984.45,0,MALE,Associate,armed-forces,paintball,unmarried,0,0,Vehicle Theft,,Minor Damage,,NC,Riverwood,4,1,YES,1,2,,7800,780,780,6240,Dodge,RAM,1997,0,6404,1,4,7.923205850982782,0.1,0.1,0.8,0,0,1,0,1
108,32,OH,500/1000,2000,1257.0,4000000,FEMALE,High School,machine-op-inspct,basketball,unmarried,63900,-43700,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,23,1,NO,1,3,NO,61270,5570,11140,44560,Suburu,Legacy,1999,0,3048,1,6,48.74303898170247,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,1,0,0,0
328,49,OH,500/1000,500,1434.51,0,FEMALE,Masters,transport-moving,bungie-jumping,wife,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,19,1,,0,2,YES,71440,8930,8930,53580,Mercedes,ML350,2005,0,4893,2,0,49.80097733720922,0.125,0.125,0.75,0,0,0,1,0
186,37,OH,250/500,2000,1628.0,0,FEMALE,JD,priv-house-serv,exercise,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,22,1,YES,1,2,YES,55600,11120,5560,38920,Jeep,Grand Cherokee,2009,0,2168,1,2,34.152334152334156,0.2,0.1,0.7,0,0,0,0,0
